YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION CITY (L/100 km),FUEL CONSUMPTION HWY (L/100 km),FUEL CONSUMPTION COMB (L/100 km),CO2 EMISSIONS 
2020,ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7,8.6,199
2020,ACURA,MDX SH-AWD,SUV: SMALL,3.5,6,AS9,Z,12.3,9.2,10.9,254
2020,ACURA,MDX SH-AWD A-SPEC,SUV: SMALL,3.5,6,AS9,Z,12.2,9.5,11,258
2020,ACURA,MDX HYBRID AWD,SUV: SMALL,3,6,AM7,Z,9.1,9,9,210
2020,ACURA,RDX AWD,SUV: SMALL,2,4,AS10,Z,11,8.6,9.9,232
2020,ACURA,RDX AWD A-SPEC,SUV: SMALL,2,4,AS10,Z,11.3,9.1,10.3,241
2020,ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,196
2020,ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,209
2020,ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,228
2020,ACURA,TLX SH-AWD A-SPEC/LIMITED EDITION,COMPACT,3.5,6,AS9,Z,12,8.2,10.3,240
2020,ALFA ROMEO,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,197
2020,ALFA ROMEO,GIULIA,MID-SIZE,2,4,A8,Z,10,7.2,8.7,205
2020,ALFA ROMEO,GIULIA AWD,MID-SIZE,2,4,A8,Z,10.5,7.7,9.2,217
2020,ALFA ROMEO,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.5,9.3,11.6,271
2020,ALFA ROMEO,STELVIO,SUV: SMALL,2,4,A8,Z,10.3,8.1,9.3,218
2020,ALFA ROMEO,STELVIO AWD,SUV: SMALL,2,4,A8,Z,10.8,8.3,9.6,226
2020,ALFA ROMEO,STELVIO AWD QUADRIFOGLIO,SUV: SMALL,2.9,6,A8,Z,13.9,10.3,12.3,288
2020,ASTON MARTIN,DB11 V8,MINICOMPACT,4,8,A8,Z,13,9.8,11.5,271
2020,ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3,312
2020,ASTON MARTIN,DBS SUPERLEGGERA,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,324
2020,ASTON MARTIN,VANTAGE V8,TWO-SEATER,4,8,A8,Z,13.1,9.6,11.5,270
2020,ASTON MARTIN,VANTAGE V8,TWO-SEATER,4,8,M7,Z,16.7,11.2,14.2,333
2020,AUDI,A3,SUBCOMPACT,2,4,AM7,X,8.8,6.5,7.8,182
2020,AUDI,A3 QUATTRO,SUBCOMPACT,2,4,AM7,X,10.8,8,9.5,224
2020,AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,X,10.8,8,9.5,224
2020,AUDI,A4 QUATTRO,COMPACT,2,4,AM7,Z,10,7.3,8.8,205
2020,AUDI,A4 ALLROAD QUATTRO,STATION WAGON: SMALL,2,4,AM7,Z,10,7.4,8.8,206
2020,AUDI,A5 QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7.3,8.8,205
2020,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2,4,AM7,Z,10,7.4,8.8,206
2020,AUDI,A5 SPORTBACK QUATTRO,MID-SIZE,2,4,AM7,Z,10,7.3,8.8,205
2020,AUDI,A6 QUATTRO ,MID-SIZE,2,4,AM7,Z,9.8,7.4,8.7,205
2020,AUDI,A6 QUATTRO ,MID-SIZE,3,6,AM7,Z,10.9,8.2,9.7,226
2020,AUDI,A6 ALLROAD ,MID-SIZE,3,6,AM7,Z,11.8,9.1,10.6,247
2020,AUDI,A7 QUATTRO,MID-SIZE,3,6,AM7,Z,10.9,8.2,9.7,226
2020,AUDI,A8L ,FULL-SIZE,3,6,AS8,Z,13.5,8.9,11.5,267
2020,AUDI,A8L ,FULL-SIZE,4,8,AS8,Z,15.4,10.4,13.2,308
2020,AUDI,Q3 QUATTRO,SUV: SMALL,2,4,AS8,X,12.3,8.6,10.6,248
2020,AUDI,Q5,SUV: SMALL,2,4,AM7,Z,10.7,8.4,9.7,226
2020,AUDI,Q7,SUV: STANDARD,3,6,AS8,Z,13.8,11.4,12.7,296
2020,AUDI,Q8,SUV: STANDARD,3,6,AS8,Z,13.8,11.4,12.7,296
2020,AUDI,R8 COUPE,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,347
2020,AUDI,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,347
2020,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.4,10.4,243
2020,AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.7,8,9.5,222
2020,AUDI,S4,COMPACT,3,6,AS8,Z,11.8,8.9,10.5,245
2020,AUDI,S5,SUBCOMPACT,3,6,AS8,Z,11.8,8.9,10.5,245
2020,AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.1,9.1,10.8,252
2020,AUDI,S5 SPORTBACK,MID-SIZE,3,6,AS8,Z,11.8,8.9,10.5,245
2020,AUDI,S6,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,255
2020,AUDI,S7,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,255
2020,AUDI,S8,FULL-SIZE,4,8,AS8,Z,17.6,10.7,14.5,339
2020,AUDI,SQ5,SUV: SMALL,3,6,AS8,Z,13.1,10.3,11.8,276
2020,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM7,X,10.3,7.7,9.1,213
2020,AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2,4,AM7,X,10.3,7.7,9.1,213
2020,AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.2,10.3,241
2020,AUDI,TTS COUPE,SUBCOMPACT,2,4,AM7,Z,10.4,8.2,9.4,220
2020,BENTLEY,BENTAYGA,SUV: STANDARD,4,8,AS8,Z,16.4,10.1,13.6,315
2020,BENTLEY,BENTAYGA,SUV: STANDARD,6,12,AS8,Z,20,13.8,17.2,401
2020,BENTLEY,CONTINENTAL GT,COMPACT,4,8,AM8,Z,15.1,9.1,12.4,291
2020,BENTLEY,CONTINENTAL GT,COMPACT,6,12,AM8,Z,19,11.6,15.7,364
2020,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AM8,Z,15.1,9.1,12.4,291
2020,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AM8,Z,19.2,12.2,16,373
2020,BENTLEY,FLYING SPUR,MID-SIZE,6,12,AM8,Z,19.2,12.2,16,373
2020,BMW,230I CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.1,7,8.7,204
2020,BMW,230I XDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.9,7.5,9.4,219
2020,BMW,230I COUPE,SUBCOMPACT,2,4,AS8,Z,9.5,7.4,8.5,200
2020,BMW,230I XDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.9,7.5,9.4,219
2020,BMW,330I XDRIVE SEDAN,COMPACT,2,4,AS8,Z,9.5,6.9,8.3,195
2020,BMW,430I XDRIVE CABRIOLET,SUBCOMPACT,2,4,AS8,Z,10.6,7.3,9.1,213
2020,BMW,430I COUPE,COMPACT,2,4,AS8,Z,10.1,7,8.7,204
2020,BMW,430I XDRIVE COUPE,COMPACT,2,4,AS8,Z,10.9,7.5,9.4,219
2020,BMW,430I XDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.9,7.5,9.4,219
2020,BMW,440I XDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.4,8.5,10.7,249
2020,BMW,440I COUPE,COMPACT,3,6,AS8,Z,11.4,8.1,9.9,231
2020,BMW,440I XDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,440I XDRIVE COUPE,COMPACT,3,6,M6,Z,13,8.5,11,257
2020,BMW,440I XDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,530I XDRIVE SEDAN,MID-SIZE,2,4,AS8,Z,9.9,7.5,8.8,206
2020,BMW,540I XDRIVE SEDAN,MID-SIZE,3,6,AS8,Z,10.7,8.1,9.5,222
2020,BMW,750I XDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,290
2020,BMW,750LI XDRIVE SEDAN,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,290
2020,BMW,ALPINA B7 XDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,290
2020,BMW,M2 COMPETITION,SUBCOMPACT,3,6,AM7,Z,14.1,10.3,12.4,290
2020,BMW,M2 COMPETITION,SUBCOMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2020,BMW,M240I CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,8.1,9.9,231
2020,BMW,M240I CABRIOLET,SUBCOMPACT,3,6,M6,Z,12.7,8.8,10.9,255
2020,BMW,M240I XDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,M240I COUPE,SUBCOMPACT,3,6,AS8,Z,11.4,8.1,9.9,231
2020,BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3,6,AS8,Z,11.4,8.1,9.9,231
2020,BMW,M240I COUPE,SUBCOMPACT,3,6,M6,Z,12.7,8.8,10.9,255
2020,BMW,M240I COUPE M PERFORMANCE,SUBCOMPACT,3,6,M6,Z,12.7,8.8,10.9,255
2020,BMW,M240I XDRIVE COUPE,SUBCOMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,M240I XDRIVE COUPE M PERFORMANCE,SUBCOMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,M340I XDRIVE SEDAN,COMPACT,3,6,AS8,Z,11.4,8.3,10,233
2020,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7,299
2020,BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3,6,AM7,Z,14.5,10.5,12.7,299
2020,BMW,M4 CABRIOLET,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,280
2020,BMW,M4 CABRIOLET COMPETITION,SUBCOMPACT,3,6,M6,Z,13.8,9.4,11.9,280
2020,BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.1,10.3,12.4,290
2020,BMW,M4 COUPE COMPETITION,COMPACT,3,6,AM7,Z,14.1,10.3,12.4,290
2020,BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2020,BMW,M4 COUPE COMPETITION,COMPACT,3,6,M6,Z,13.4,9.6,11.7,273
2020,BMW,M4 CS,COMPACT,3,6,AM7,Z,14.1,10.3,12.4,290
2020,BMW,M5 SEDAN,MID-SIZE,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M5 COMPETITION,MID-SIZE,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M550I XDRIVE SEDAN,MID-SIZE,4.4,8,AS8,Z,13.6,9.3,11.7,273
2020,BMW,M760I XDRIVE SEDAN,FULL-SIZE,6.6,12,AS8,Z,17.8,11.9,15.1,354
2020,BMW,M8 CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M8 CABRIOLET COMPETITION,SUBCOMPACT,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M8 COUPE,SUBCOMPACT,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M8 COUPE COMPETITION,SUBCOMPACT,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M8 GRAN COUPE,MID-SIZE,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M8 GRAN COUPE COMPETITION,MID-SIZE,4.4,8,AS8,Z,16,11,13.8,322
2020,BMW,M850I XDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,290
2020,BMW,M850I XDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,13.6,9.3,11.7,273
2020,BMW,M850I XDRIVE GRAN COUPE,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,290
2020,BMW,X1 XDRIVE28I,SUV: SMALL,2,4,AS8,Z,10.3,7.7,9.1,213
2020,BMW,X2 XDRIVE28I,SUV: SMALL,2,4,AS8,Z,9.9,7.6,8.8,207
2020,BMW,X2 M35I,SUV: SMALL,2,4,AS8,Z,10,7.8,9,210
2020,BMW,X3 XDRIVE30I,SUV: SMALL,2,4,AS8,Z,10,8.2,9.2,215
2020,BMW,X3 M,SUV: SMALL,3,6,AS8,Z,16.6,12.1,14.6,339
2020,BMW,X3 M COMPETITION,SUV: SMALL,3,6,AS8,Z,16.6,12.1,14.6,339
2020,BMW,X3 M40I,SUV: SMALL,3,6,AS8,Z,11.3,8.7,10.1,235
2020,BMW,X4 XDRIVE30I,SUV: SMALL,2,4,AS8,Z,10,8.2,9.2,215
2020,BMW,X4 M,SUV: SMALL,3,6,AS8,Z,16.6,12.1,14.6,339
2020,BMW,X4 M COMPETITION,SUV: SMALL,3,6,AS8,Z,16.6,12.1,14.6,339
2020,BMW,X4 M40I,SUV: SMALL,3,6,AS8,Z,11.3,8.7,10.1,235
2020,BMW,X5 XDRIVE40I,SUV: STANDARD,3,6,AS8,Z,11.7,9.1,10.5,245
2020,BMW,X5 XDRIVE50I,SUV: STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,302
2020,BMW,X5 M50I,SUV: STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,302
2020,BMW,X6 XDRIVE40I,SUV: STANDARD,3,6,AS8,Z,11.7,9.1,10.5,245
2020,BMW,X6 M50I,SUV: STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,302
2020,BMW,X7 XDRIVE40I,SUV: STANDARD,3,6,AS8,Z,12,9.4,10.8,254
2020,BMW,X7 XDRIVE50I,SUV: STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,318
2020,BMW,X7 M50I,SUV: STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,318
2020,BMW,Z4 SDRIVE30I,TWO-SEATER,2,4,AS8,Z,9.5,7.4,8.5,200
2020,BMW,Z4 M40I,TWO-SEATER,3,6,AS8,Z,10.3,8,9.3,216
2020,BUGATTI,CHIRON,TWO-SEATER,8,16,AM7,Z,26.8,16.6,22.2,522
2020,BUICK,ENCLAVE,SUV: STANDARD,3.6,6,A9,X,13,9.1,11.2,263
2020,BUICK,ENCLAVE AWD,SUV: STANDARD,3.6,6,A9,X,13.6,9.6,11.8,277
2020,BUICK,ENCORE,SUV: SMALL,1.4,4,AS6,X,9.4,7.8,8.7,204
2020,BUICK,ENCORE AWD,SUV: SMALL,1.4,4,AS6,X,10,8,9.1,214
2020,BUICK,ENCORE GX,SUV: SMALL,1.2,3,AV,X,9,7.7,8.4,198
2020,BUICK,ENCORE GX AWD,SUV: SMALL,1.3,3,A9,X,9,8,8.5,199
2020,BUICK,ENVISION AWD,SUV: SMALL,2,4,A9,Z,11.7,9.4,10.7,250
2020,BUICK,ENVISION AWD,SUV: SMALL,2.5,4,A6,X,11.1,8.6,10,234
2020,BUICK,REGAL,MID-SIZE,2,4,AS9,Z,10.3,7.4,9,211
2020,BUICK,REGAL AWD,MID-SIZE,2,4,AS8,Z,11,8,9.6,227
2020,BUICK,REGAL AWD,MID-SIZE,3.6,6,AS9,X,12.5,8.8,10.9,255
2020,CADILLAC,CT4,COMPACT,2,4,AS8,Z,10.1,6.8,8.7,203
2020,CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8,9.9,232
2020,CADILLAC,CT4 AWD,COMPACT,2,4,AS8,Z,10.4,7.4,9.1,213
2020,CADILLAC,CT4 AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,238
2020,CADILLAC,CT4-V,COMPACT,2.7,4,AS10,Z,11.5,8.2,10,234
2020,CADILLAC,CT4-V AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,238
2020,CADILLAC,CT5,MID-SIZE,2,4,AS10,Z,10.4,7.3,9,209
2020,CADILLAC,CT5,MID-SIZE,3,6,AS10,Z,12.6,9.1,11,256
2020,CADILLAC,CT5 AWD,MID-SIZE,2,4,AS10,Z,11,7.7,9.5,221
2020,CADILLAC,CT5 AWD,MID-SIZE,3,6,AS10,Z,13.3,9.3,11.5,268
2020,CADILLAC,CT5-V,MID-SIZE,3,6,AS10,Z,13.1,9.1,11.3,263
2020,CADILLAC,CT5-V AWD,MID-SIZE,3,6,AS10,Z,13.8,9.4,11.8,276
2020,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11,259
2020,CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,324
2020,CADILLAC,ESCALADE 4WD,SUV: STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,333
2020,CADILLAC,XT4,SUV: SMALL,2,4,AS9,Z,9.8,7.8,8.9,209
2020,CADILLAC,XT4 AWD,SUV: SMALL,2,4,AS9,Z,10.9,8.2,9.7,227
2020,CADILLAC,XT5,SUV: SMALL,2,4,AS9,Z,11,8.3,9.8,227
2020,CADILLAC,XT5 AWD,SUV: SMALL,2,4,AS9,Z,11.2,8.9,10.1,235
2020,CADILLAC,XT5 AWD,SUV: SMALL,3.6,6,AS9,X,13.4,9.4,11.6,270
2020,CADILLAC,XT6 AWD,SUV: SMALL,3.6,6,AS9,X,13.5,9.7,11.8,277
2020,CHEVROLET,BLAZER,SUV: SMALL,2,4,A9,X,11,8.3,9.8,225
2020,CHEVROLET,BLAZER,SUV: SMALL,2.5,4,A9,X,11.3,8.9,10.2,238
2020,CHEVROLET,BLAZER AWD,SUV: SMALL,2,4,A9,X,11.3,8.7,10.1,232
2020,CHEVROLET,BLAZER AWD,SUV: SMALL,3.6,6,A9,X,13.1,9.4,11.4,269
2020,CHEVROLET,CAMARO,SUBCOMPACT,2,4,AS8,Z,10.9,7.6,9.4,219
2020,CHEVROLET,CAMARO,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,235
2020,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,247
2020,CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.3,9,11.9,280
2020,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,282
2020,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,296
2020,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,355
2020,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.8,349
2020,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,2.5,4,A6,X,12.1,9.2,10.8,252
2020,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,2.8,4,A6,D,11.8,7.9,10.1,270
2020,CHEVROLET,COLORADO,PICKUP TRUCK: SMALL,3.6,6,A8,X,13.4,9.6,11.7,273
2020,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,2.5,4,A6,X,12.6,9.7,11.3,265
2020,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,2.8,4,A6,D,12.3,8.5,10.6,284
2020,CHEVROLET,COLORADO 4WD,PICKUP TRUCK: SMALL,3.6,6,A8,X,14,9.9,12.2,286
2020,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4,A6,D,13.3,10.6,12.1,326
2020,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK: SMALL,3.6,6,A8,X,15,13,14.1,331
2020,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,290
2020,CHEVROLET,EQUINOX,SUV: SMALL,1.5,4,A6,X,8.9,7.7,8.4,196
2020,CHEVROLET,EQUINOX AWD,SUV: SMALL,1.5,4,A6,X,9.3,8,8.7,204
2020,CHEVROLET,EQUINOX AWD,SUV: SMALL,2,4,A9,Z,10.9,8.3,9.7,228
2020,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,255
2020,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.7,246
2020,CHEVROLET,MALIBU,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,189
2020,CHEVROLET,MALIBU,MID-SIZE,2,4,A9,Z,10.5,7.4,9.1,214
2020,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,2.7,4,A8,X,11.9,10.3,11.1,262
2020,CHEVROLET,SILVERADO WT,PICKUP TRUCK: STANDARD,2.7,4,A8,X,12.5,10.8,11.7,275
2020,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,3,6,A10,D,10.2,7.2,8.9,238
2020,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,4.3,6,A6,X,15.1,11.5,13.5,318
2020,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,5.3,8,A6,X,15.9,11.4,13.9,326
2020,CHEVROLET,SILVERADO FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,X,16,12.6,14.4,339
2020,CHEVROLET,SILVERADO FFV,PICKUP TRUCK: STANDARD,5.3,8,A6,E,22.2,16.2,19.5,326
2020,CHEVROLET,SILVERADO,PICKUP TRUCK: STANDARD,5.3,8,A8,X,13.9,10.1,12.2,286
2020,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,2.7,4,A8,X,12.5,10.8,11.7,275
2020,CHEVROLET,SILVERADO WT 4WD,PICKUP TRUCK: STANDARD,2.7,4,A8,X,12.7,11,12,280
2020,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,3,6,A10,D,10.4,8,9.4,252
2020,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK: STANDARD,4.3,6,A6,X,15.7,12,14.1,331
